level,n,batch,env,success,obj_x,obj_y,obj_yaw,cab_x,cab_y,cab_yaw,cab_joint_max,cab_yaw_dev,carry_dist
L1,25,2,5,True,0.1894837856292723,0.523838996887207,0.3735787566207785,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8827460481607975
L1,25,2,6,False,0.1819738388061522,0.4912680387496948,0.0006640000407495,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8700033643933481
L1,25,2,7,False,0.1678339481353759,0.5225062370300293,-0.1261576220786134,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8994886854420752
L1,25,2,8,False,0.2258170187473297,0.4395880699157715,0.293658017730538,0.9,0.0,-3.141592653589793,0.0,0.0,0.8048356126706941
L1,25,2,9,True,0.1981220185756683,0.4456030130386352,0.2354756807393498,0.9,0.0,-3.141592653589793,0.0,0.0,0.8313812278596412
L1,25,2,10,False,0.1915250211954117,0.4540560245513916,-0.1281516993641351,0.9,0.0,-3.141592653589793,0.0,0.0,0.8414889595375424
L1,25,2,11,False,0.2146260231733322,0.5103368759155273,0.0908692588375672,0.9,0.0,-3.141592653589793,0.0,0.0,0.8545064160264814
L1,25,2,12,False,0.2291540145874022,0.5092520713806152,-0.5423837163374716,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8422422503945325
L1,25,2,13,False,0.2079268932342528,0.3888410329818725,-0.2093099474883381,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.7938277735370581
L1,25,2,14,False,0.1871258258819579,0.3946520090103149,-0.7800941828750277,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8148250096433947
L1,25,2,15,False,0.173228883743286,0.4534039497375488,0.2123406480213693,0.8999999999999999,0.0,-3.141592653589793,0.0,0.0,0.8566045745048526
L1,25,2,16,False,0.2416700363159183,0.4313030242919922,-0.0608774118593847,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.7870328073515764
L1,25,2,17,False,0.2062119483947757,0.4805539846420288,0.5926072811503521,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.8439632650213545
L1,25,2,18,False,0.1718877792358402,0.470626950263977,-0.1960036684665243,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.8669700873391706
L1,25,2,19,True,0.1693018913269046,0.5233001708984375,-0.7202944122124364,0.9000000000000004,0.0,-3.141592653589793,0.0,0.0,0.8987562488688315
